age,sex,juv_misd_count,juv_fel_count,priors_count,c_charge_degree,c_charge_desc,is_recid
27,Female,0,0,0,(M1),Battery,0
21,Male,0,0,0,(F2),Robbery / No Weapon,0
60,Female,0,0,0,(M1),Battery,0
35,Male,0,0,1,(F2),Aggravated Battery / Pregnant,1
50,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
38,Female,0,0,0,(M2),Procure For Prostitution,0
24,Female,0,0,0,(F3),Possession of Cocaine,0
21,Male,0,1,1,(F1),arrest case no charge,0
49,Male,0,0,2,(M1),DUI Property Damage/Injury,0
38,Male,0,0,9,(F3),arrest case no charge,0
61,Male,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0
30,Female,0,0,0,(M1),Battery,0
22,Male,0,0,3,(F3),Battery on a Person Over 65,1
30,Male,0,0,1,(M1),Battery,0
31,Male,0,0,0,(F3),Burglary Conveyance Unoccup,0
25,Male,0,0,0,(F3),Poss Counterfeit Payment Inst,1
28,Male,0,0,0,(F3),Corrupt Public Servant,0
30,Female,0,0,3,(M1),Battery,1
52,Male,0,0,0,(M1),Driving Under The Influence,0
24,Female,0,0,3,(F3),arrest case no charge,0
26,Male,0,0,0,(F2),Aggravated Battery / Pregnant,0
26,Male,0,0,0,(M1),Battery,0
31,Female,0,0,0,(F3),Aggravated Assault W/Dead Weap,0
24,Female,1,0,3,(F3),Possession Of Heroin,0
43,Male,0,0,21,(F3),Pos Cannabis W/Intent Sel/Del,0
29,Male,1,0,6,(F2),Felon in Pos of Firearm or Amm,0
45,Male,0,0,9,(F3),Felony Petit Theft,1
50,Male,0,0,8,(M1),Resist/Obstruct W/O Violence,0
20,Male,0,0,0,(F3),arrest case no charge,1
29,Male,0,0,4,(F3),arrest case no charge,1
29,Male,0,0,4,(F3),arrest case no charge,1
43,Male,0,0,1,(F3),arrest case no charge,1
37,Male,0,3,17,(F3),Tampering With Physical Evidence,0
26,Male,0,0,2,(F3),D.U.I. Serious Bodily Injury,0
46,Female,0,0,4,(F3),arrest case no charge,0
46,Female,0,0,0,(F3),Felony Driving While Lic Suspd,0
39,Male,0,0,8,(F3),Aggravated Assault W/dead Weap,0
36,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
29,Male,0,0,12,(F3),Possession of Cocaine,1
29,Male,0,0,12,(F3),Possession of Cocaine,1
41,Male,0,0,0,(M2),DUI Property Damage/Injury,0
29,Male,0,0,11,(F3),arrest case no charge,1
27,Male,0,0,4,(M2),Petit Theft,0
25,Female,0,0,5,(F3),Poss Anti-Shoplifting Device,0
41,Male,0,0,3,(F3),arrest case no charge,0
23,Male,0,1,2,(F2),Deliver Cocaine,0
46,Female,0,0,1,(F3),arrest case no charge,1
45,Male,0,0,3,(F3),Possession of Cocaine,0
30,Male,0,0,0,(M1),DUI Property Damage/Injury,0
34,Male,0,0,1,(F2),arrest case no charge,0
70,Male,0,0,11,(F3),Possession of Cocaine,1
53,Male,0,0,3,(M1),Battery,0
52,Male,0,0,2,(F3),arrest case no charge,0
36,Male,0,0,1,(M1),Battery,0
23,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
51,Male,0,0,0,(M2),DUI - Enhanced,0
25,Male,0,0,0,(M1),Battery,0
51,Male,0,0,4,(M2),Susp Drivers Lic 1st Offense,1
28,Male,0,0,2,(F3),Poss Pyrrolidinovalerophenone,0
45,Female,0,0,15,(F3),Driving While License Revoked,1
55,Male,0,0,21,(F3),Felony Battery w/Prior Convict,1
49,Female,0,0,1,(F3),arrest case no charge,0
26,Female,0,0,9,(M2),Driving License Suspended,1
25,Male,0,0,0,(M1),DUI - Enhanced,0
47,Female,0,0,0,(F3),Battery on Law Enforc Officer,0
24,Female,0,0,3,(F3),Possession Of Clonazepam,0
27,Male,0,0,0,(M1),Battery,0
25,Male,2,0,5,(M1),DUI Level 0.15 Or Minor In Veh,1
31,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
21,Male,1,0,1,(F3),arrest case no charge,1
37,Male,0,0,26,(F3),Driving While License Revoked,1
21,Male,0,0,1,(F3),Possession of Cocaine,1
21,Male,0,0,0,(F3),Burglary Structure Unoccup,0
26,Male,0,0,0,(M1),Battery,0
31,Male,0,0,0,(M1),Driving Under The Influence,0
25,Male,0,0,4,(F3),Possession of Cocaine,1
54,Male,0,0,5,(F3),arrest case no charge,0
27,Female,0,0,3,(F2),Neglect Child / Bodily Harm,1
30,Male,0,0,3,(F3),Crimin Mischief Damage $1000+,1
30,Male,0,0,3,(F3),Crimin Mischief Damage $1000+,1
28,Male,0,0,2,(F3),Grand Theft (Motor Vehicle),0
70,Male,0,0,0,(M1),DUI Property Damage/Injury,0
37,Male,0,0,11,(F3),Deliver Cannabis,1
46,Male,0,0,5,(F3),Agg Fleeing and Eluding,1
40,Male,0,0,4,(M1),Battery,1
20,Male,0,1,1,(F3),Grand Theft in the 3rd Degree,1
43,Male,0,0,18,(F3),arrest case no charge,1
38,Male,0,0,15,(F3),Aggravated Assault w/Firearm,0
29,Male,0,0,0,(F3),Crim Use of Personal ID Info,0
37,Male,0,0,8,(M1),Opert With Susp DL 2nd Offens,1
38,Male,0,0,3,(F3),Possession of Cocaine,0
27,Female,0,0,0,(F3),Possession of Cannabis,0
20,Female,0,0,0,(M2),Aggravated Assault W/Dead Weap,1
44,Male,0,0,0,(M1),Driving Under The Influence,0
42,Male,0,0,0,(F3),Possession of Hydrocodone,0
31,Male,0,0,6,(M1),Battery,0
29,Male,0,0,3,(F3),arrest case no charge,1
48,Male,0,0,13,(F3),Child Abuse,1
30,Female,0,0,0,(M1),Battery,0
25,Female,0,0,2,(F3),arrest case no charge,1
24,Male,0,0,0,(F3),Fleeing Or Attmp Eluding A Leo,0
40,Male,0,0,3,(F3),Driving While License Revoked,0
49,Female,0,0,3,(F3),Resist Officer w/Violence,1
33,Male,0,0,1,(M2),Susp Drivers Lic 1st Offense,0
64,Female,0,0,0,(F3),Aggravated Assault W/Dead Weap,0
49,Male,0,0,4,(F3),Grand Theft in the 3rd Degree,0
26,Male,0,0,5,(F3),Threat Public Servant,1
31,Male,1,0,1,(M1),Possess Cannabis/20 Grams Or Less,0
33,Male,0,0,1,(F3),Leaving the Scene of Accident,0
61,Male,0,0,1,(M1),DUI Property Damage/Injury,0
42,Female,0,0,11,(F3),False Ownership Info/Pawn Item,0
30,Male,0,0,2,(F3),Use Of 2 Way Device To Fac Fel,0
62,Male,0,0,0,(M2),Assault,0
27,Female,0,0,4,(M2),Leave Acc/Attend Veh/More $50,1
32,Female,0,0,18,(F3),Grand Theft in the 3rd Degree,0
48,Male,0,0,9,(F3),Grand Theft (Motor Vehicle),0
40,Female,0,0,0,(F3),Possession of Cocaine,0
24,Male,0,0,0,(F3),Possession Of Methamphetamine,0
38,Female,0,0,1,(F3),Burglary Conveyance Unoccup,0
22,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,1
30,Male,0,0,4,(M1),Battery,1
63,Male,0,0,0,(M1),DUI Property Damage/Injury,0
46,Male,0,0,0,(MO3),arrest case no charge,0
33,Male,0,0,4,(F3),Possession of Cocaine,0
29,Male,0,0,0,(M1),Battery,0
21,Female,0,1,1,(F3),Robbery Sudd Snatch No Weapon,1
21,Female,0,1,1,(F3),Robbery Sudd Snatch No Weapon,1
43,Male,0,0,0,(M1),Driving Under The Influence,1
22,Male,0,0,0,(F3),Possession of Cannabis,0
26,Male,0,0,3,(F3),Pos Cannabis W/Intent Sel/Del,1
51,Male,0,0,1,(F3),Neglect Child / No Bodily Harm,0
39,Male,0,0,3,(F3),arrest case no charge,1
30,Female,0,0,0,(M1),Battery,1
33,Female,0,0,0,(F3),Possession of Ethylone,0
32,Male,0,0,14,(F3),Felony Driving While Lic Suspd,1
22,Male,0,0,0,(M2),Petit Theft,0
59,Male,0,0,0,(F3),Possession of Cocaine,0
38,Male,5,0,37,(M2),arrest case no charge,1
23,Male,0,0,2,(F3),arrest case no charge,0
42,Male,0,0,0,(M1),Battery,1
20,Male,0,1,1,(F3),arrest case no charge,1
38,Male,0,0,2,(F7),Burglary Dwelling Assault/Batt,1
34,Female,0,0,2,(F3),Possession of Cannabis,0
24,Male,0,0,4,(F3),Grand Theft in the 3rd Degree,0
36,Female,0,0,7,(F3),Criminal Mischief,1
35,Male,0,0,7,(F2),Sexual Battery / Vict 12 Yrs +,1
36,Male,0,0,0,(M1),Battery,1
31,Male,0,0,1,(F3),Felony Battery (Dom Strang),0
28,Female,0,0,3,(F3),arrest case no charge,1
34,Female,0,0,0,(F3),Possession Of Alprazolam,0
28,Male,0,0,1,(F3),"Poss3,4 Methylenedioxymethcath",1
35,Female,0,0,0,(F3),Possession Of Heroin,0
60,Male,0,0,3,(F3),Resist Officer w/Violence,0
43,Male,0,0,0,(F3),Deliver Cannabis,0
40,Male,0,0,1,(F2),arrest case no charge,0
31,Male,2,0,15,(F3),Possession of Cocaine,1
54,Male,0,0,6,(F3),Possession of Cocaine,1
26,Male,0,0,1,(F3),arrest case no charge,0
24,Male,0,0,17,(F3),arrest case no charge,1
41,Male,0,0,0,(F2),Escape,1
21,Male,0,0,1,(F1),arrest case no charge,0
31,Male,0,0,0,(F3),arrest case no charge,0
34,Female,0,0,0,(M1),Battery,0
24,Female,0,0,0,(M1),Battery,0
32,Male,0,0,0,(M1),Driving Under The Influence,0
21,Male,0,0,1,(F2),arrest case no charge,1
29,Female,0,0,1,(F3),Poss Contr Subst W/o Prescript,1
22,Male,0,0,0,(F3),Uttering a Forged Instrument,0
33,Male,0,0,1,(F2),arrest case no charge,0
48,Male,0,0,1,(F7),Burglary Conveyance Assault/Bat,0
52,Male,0,0,9,(F3),Felony Petit Theft,1
40,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
37,Female,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0
21,Male,0,0,0,(F3),Aggravated Assault W/Dead Weap,0
21,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
45,Female,0,0,1,(F2),Aggrav Battery w/Deadly Weapon,0
29,Male,0,0,1,(M1),DUI/Property Damage/Persnl Inj,1
26,Male,0,0,0,(M1),Battery,0
46,Male,0,0,10,(F3),Felony Battery (Dom Strang),1
21,Male,1,0,1,(F3),Burglary Conveyance Unoccup,0
50,Male,0,1,7,(M1),Battery,0
35,Male,0,0,6,(F3),Battery on a Person Over 65,1
35,Male,0,0,6,(F3),Battery on a Person Over 65,1
52,Male,0,0,1,(M1),Viol Injunct Domestic Violence,1
38,Female,0,0,7,(F3),arrest case no charge,0
48,Male,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0
29,Female,0,0,9,(M1),Petit Theft $100- $300,1
48,Male,0,0,0,(M1),Battery,0
31,Male,0,0,10,(F3),arrest case no charge,1
21,Male,0,0,3,(F3),Pos Cannabis W/Intent Sel/Del,1
32,Male,0,0,0,(F3),Tamper With Witness/Victim/CI,1
47,Male,0,0,0,(M1),Battery,0
62,Male,0,0,1,(M1),Possess Drug Paraphernalia,0
21,Male,2,1,3,(F3),Criminal Mischief,1
35,Male,0,3,13,(F3),Possession of Cocaine,0
45,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
46,Male,0,0,3,(M2),Operating W/O Valid License,1
35,Female,2,0,2,(M2),Operating W/O Valid License,0
34,Male,0,0,5,(F3),Grand Theft in the 3rd Degree,1
52,Male,0,0,2,(F2),arrest case no charge,0
39,Female,1,0,7,(F3),Possession of Cocaine,0
21,Male,0,0,0,(M1),Battery,1
53,Male,0,0,1,(M2),Aggravated Assault W/Dead Weap,0
19,Female,0,0,0,(F3),Felony Battery w/Prior Convict,1
22,Male,0,0,0,(M2),Open Carrying Of Weapon,0
45,Male,0,0,1,(F3),arrest case no charge,0
27,Female,0,0,0,(F1),Burglary With Assault/battery,0
25,Male,0,0,0,(M1),Battery,0
30,Male,0,0,0,(F3),Felony DUI (level 3),1
31,Male,0,0,2,(F3),Driving While License Revoked,1
49,Male,0,0,2,(F3),Possession of Cocaine,0
28,Male,0,0,3,(F3),arrest case no charge,0
36,Male,0,0,3,(M1),Battery,1
27,Male,0,0,7,(F3),arrest case no charge,1
42,Male,0,0,1,(F3),Possession of Cocaine,0
26,Male,0,0,3,(F3),Pos Cannabis W/Intent Sel/Del,0
35,Male,0,0,0,(F3),Possession of Cocaine,1
33,Female,0,0,2,(F3),Poss Contr Subst W/o Prescript,0
24,Male,0,1,6,(F3),"Deliver 3,4 Methylenediox",1
25,Male,1,0,21,(F3),arrest case no charge,1
42,Female,0,0,0,(M1),Battery,0
47,Male,0,0,1,(F3),Felony Petit Theft,0
21,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,1
28,Female,0,0,0,(M1),Battery,0
52,Male,0,0,1,(F3),Leaving the Scene of Accident,0
23,Male,0,0,1,(M1),Assault/Battery On An Official,0
27,Male,0,0,25,(F2),arrest case no charge,1
29,Male,0,0,0,(M1),Battery,0
47,Male,0,0,0,(F2),Traveling to Meet a Minor,0
21,Female,0,0,0,(F2),Burglary Unoccupied Dwelling,0
26,Male,0,0,0,(M1),Battery,1
36,Male,0,0,0,(F3),Felony Battery (Dom Strang),0
23,Male,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,1
49,Male,0,0,0,(F3),Possession of Cocaine,1
29,Male,0,0,11,(F3),Possession of Cocaine,1
76,Male,0,0,0,(F3),False Imprisonment,0
44,Male,0,0,0,(F3),Possession of Cocaine,1
28,Male,0,0,1,(M1),Battery,0
27,Male,0,0,2,(M2),Driving License Suspended,1
52,Male,0,0,2,(F2),Burglary Unoccupied Dwelling,0
35,Female,0,0,12,(F3),Possession Of Alprazolam,1
36,Male,0,0,19,(M2),Driving License Suspended,1
21,Male,0,0,0,(M1),Battery,0
46,Male,0,0,2,(M2),Susp Drivers Lic 1st Offense,0
34,Male,0,0,3,(F3),Felony Driving While Lic Suspd,0
45,Male,0,0,15,(F3),Driving While License Revoked,1
28,Male,0,0,9,(F3),Driving While License Revoked,1
25,Female,0,0,1,(F2),Aggrav Battery w/Deadly Weapon,0
21,Male,1,0,1,(M2),Assault,1
48,Male,0,0,1,(F3),Hiring with Intent to Defraud,0
37,Male,0,0,1,(M1),Battery,0
39,Male,0,0,1,(F2),Aggravated Battery / Pregnant,0
24,Male,0,0,3,(F3),Possession of Cocaine,1
51,Female,0,0,2,(M1),Battery,0
37,Male,0,0,1,(M1),Battery,1
39,Male,0,0,1,(F3),Solicit Deliver Cocaine,0
24,Male,0,0,1,(F3),Burglary Conveyance Unoccup,1
49,Male,0,0,2,(F3),arrest case no charge,0
23,Male,0,0,2,(F3),Fleeing Or Attmp Eluding A Leo,0
31,Male,0,0,7,(M1),Possess Cannabis/20 Grams Or Less,0
35,Male,0,0,3,(F2),Aggravated Battery / Pregnant,1
22,Male,0,0,1,(M1),DUI - Enhanced,0
23,Male,0,0,1,(F2),arrest case no charge,1
43,Male,0,0,1,(F3),Poss Unlaw Issue Driver Licenc,0
37,Female,0,0,0,(M1),Driving Under The Influence,0
36,Male,0,0,4,(F3),Possession of Cocaine,1
43,Male,0,0,5,(F3),Burglary Structure Unoccup,0
28,Male,0,0,6,(M1),arrest case no charge,1
43,Male,0,0,0,(F3),Possession of Oxycodone,0
27,Female,0,0,2,(F3),Driving While License Revoked,0
21,Female,0,1,4,(F3),arrest case no charge,1
53,Male,0,0,1,(M1),DUI Property Damage/Injury,0
27,Female,0,0,2,(M1),Petit Theft $100- $300,1
29,Female,0,0,0,(F3),Possession of Oxycodone,0
39,Male,0,0,0,(M1),Viol Injunct Domestic Violence,0
47,Male,0,0,22,(F3),Felony Driving While Lic Suspd,1
28,Male,0,0,4,(F3),Uttering a Forged Instrument,1
27,Female,0,0,3,(F3),Possession of Cocaine,0
49,Male,0,0,7,(F3),Possession of Cocaine,0
36,Male,0,0,2,(F3),"Poss3,4 Methylenedioxymethcath",0
24,Female,0,0,1,(F2),arrest case no charge,0
33,Female,0,0,3,(F3),Grand Theft in the 3rd Degree,0
35,Male,0,0,0,(M1),Battery,0
23,Male,0,0,3,(F3),Tampering With Physical Evidence,0
26,Male,0,0,2,(F3),Aggrav Battery w/Deadly Weapon,0
22,Male,0,0,8,(F3),arrest case no charge,0
34,Male,0,0,1,(M1),Agg Battery Grt/Bod/Harm,0
35,Male,0,0,1,(F3),Possession Burglary Tools,0
70,Male,0,0,2,(M1),Poss of Firearm/Ammun/Dom Viol,0
31,Male,0,0,7,(F3),Grand Theft in the 3rd Degree,1
30,Female,3,0,14,(F3),Carrying Concealed Firearm,1
30,Female,3,0,14,(F3),Carrying Concealed Firearm,1
25,Male,0,0,2,(M2),Driving Under The Influence,0
24,Male,0,0,6,(F2),Deliver Cocaine,1
34,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,1
24,Male,0,0,2,(M1),Resist/Obstruct W/O Violence,0
26,Male,0,0,2,(M1),Battery,0
61,Male,0,0,19,(F3),Possession of Cocaine,0
26,Male,0,0,7,(M1),Carrying A Concealed Weapon,0
60,Male,0,0,0,(F3),False Imprisonment,0
20,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
58,Male,0,0,1,(F3),arrest case no charge,0
36,Male,0,1,10,(M1),Battery,1
23,Male,0,0,0,(F3),"Poss3,4 Methylenedioxymethcath",0
26,Male,0,0,5,(F3),arrest case no charge,1
47,Male,0,0,3,(F3),Driving While License Revoked,0
40,Male,0,0,4,(M1),Driving Under The Influence,0
28,Male,0,0,1,(F3),Felony Driving While Lic Suspd,1
49,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,1
19,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
46,Male,0,0,8,(F3),arrest case no charge,1
25,Female,0,0,1,(M1),Grand Theft in the 3rd Degree,0
19,Male,1,0,1,(F2),arrest case no charge,1
22,Male,0,0,7,(M2),arrest case no charge,0
53,Male,0,0,1,(F2),arrest case no charge,0
56,Male,0,0,5,(F3),Possession of Oxycodone,0
65,Male,0,0,1,(F3),Felony Driving While Lic Suspd,0
24,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
31,Male,0,0,0,(F3),Stalking (Aggravated),0
21,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
33,Female,0,0,2,(F3),Possession of Hydromorphone,0
26,Male,3,0,8,(F1),Robbery / Weapon,1
56,Male,0,0,1,(M2),Tamper With Witness/Victim/CI,0
32,Male,0,0,2,(F3),Possession Of Alprazolam,0
25,Male,0,0,0,(F2),arrest case no charge,1
26,Female,0,0,4,(MO3),Battery,0
21,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
38,Male,0,0,3,(F3),Felony Battery w/Prior Convict,0
23,Male,0,0,0,(F3),Fleeing Or Attmp Eluding A Leo,1
67,Male,0,0,4,(M2),Driving License Suspended,0
20,Male,0,0,0,(F3),arrest case no charge,1
39,Female,0,0,4,(F3),Aggravated Assault W/Dead Weap,1
24,Male,0,0,1,(F2),Burglary Unoccupied Dwelling,1
45,Female,0,0,0,(M1),Battery,0
23,Male,0,0,0,(F3),Agg Fleeing/Eluding High Speed,0
49,Male,0,0,3,(F2),arrest case no charge,0
28,Female,0,0,1,(F3),Tampering With Physical Evidence,0
34,Male,0,0,8,(F2),Crim Conspiracy 2nd Deg Felony,0
31,Male,0,0,7,(F2),Poss of Firearm by Convic Felo,1
20,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,1
28,Male,0,0,0,(M1),Battery,0
36,Female,0,0,3,(F3),Possession of Cocaine,0
67,Male,0,0,3,(F3),arrest case no charge,0
37,Male,0,1,11,(F3),arrest case no charge,0
33,Male,0,0,0,(F2),Aggravated Battery / Pregnant,0
20,Male,0,1,1,(F2),arrest case no charge,1
36,Male,0,0,3,(M1),Battery,0
54,Male,0,0,2,(F2),Sell Cocaine,0
40,Male,0,0,4,(F3),arrest case no charge,0
59,Male,0,0,35,(F3),Burglary Structure Unoccup,0
52,Male,0,0,0,(F3),Solicitation On Felony 3 Deg,0
45,Male,0,0,17,(F3),Felony Petit Theft,1
27,Male,0,0,8,(F2),Poss Cocaine/Intent To Del/Sel,1
22,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
34,Male,0,2,16,(F3),arrest case no charge,0
36,Male,0,0,9,(F3),Driving While License Revoked,0
20,Male,0,0,0,(F3),Exhibition Weapon School Prop,0
40,Male,0,0,0,(M1),Battery,1
30,Male,0,0,1,(M2),Expired DL More Than 6 Months,1
40,Male,0,0,0,(M1),Battery,0
42,Male,0,0,1,(F3),arrest case no charge,0
24,Male,0,0,2,(F3),False Ownership Info/Pawn Item,1
44,Male,0,0,0,(M1),Battery,0
46,Male,0,0,4,(F3),Video Voyeur-<24Y on Child >16,0
38,Male,0,0,4,(F3),Sell or Offer for Sale Counterfeit Goods,0
39,Male,0,0,2,(F3),Crimin Mischief Damage $1000+,1
25,Male,0,0,0,(F3),Possession of Oxycodone,0
47,Male,0,0,10,(F2),arrest case no charge,0
26,Male,0,0,0,(M1),Battery,0
32,Female,0,0,0,(M2),Lve/Scen/Acc/Veh/Prop/Damage,1
21,Male,0,0,0,(F3),Possession Of Buprenorphine,0
26,Male,0,0,0,(M2),Grand Theft (Motor Vehicle),0
54,Male,0,0,1,(M1),Battery,1
63,Male,0,0,0,(M1),DUI Property Damage/Injury,0
24,Female,0,0,0,(F3),Grand Theft in the 3rd Degree,0
35,Female,0,0,3,(F3),Possession of Cocaine,0
27,Male,0,0,2,(F2),Lewd/Lasc Battery Pers 12+/<16,0
25,Male,0,0,1,(M1),Battery,0
61,Male,0,0,1,(F3),arrest case no charge,0
51,Male,0,0,1,(M1),Possess Cannabis/20 Grams Or Less,1
26,Male,0,0,3,(M2),arrest case no charge,0
57,Male,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0
24,Male,0,0,3,(M1),Battery,1
34,Male,0,0,1,(F3),arrest case no charge,0
40,Female,0,0,4,(F3),arrest case no charge,0
27,Male,0,0,1,(F2),Throw Missile Into Pub/Priv Dw,0
28,Female,0,0,10,(M2),Operating W/O Valid License,1
35,Male,0,0,10,(M1),Viol Prot Injunc Repeat Viol,1
30,Male,0,0,6,(F3),Driving While License Revoked,1
53,Male,0,0,1,(F3),arrest case no charge,0
44,Male,0,0,0,(F2),Robbery / No Weapon,0
55,Male,0,0,0,(F2),Poss Cocaine/Intent To Del/Sel,0
57,Male,0,0,3,(M2),Posses/Disply Susp/Revk/Frd DL,1
37,Male,0,0,1,(F3),Driving While License Revoked,0
54,Male,0,0,3,(F7),Kidnapping / Domestic Violence,0
45,Male,0,0,1,(M2),Assault,0
61,Male,0,0,10,(F3),Burglary Conveyance Unoccup,0
27,Male,0,0,7,(F2),arrest case no charge,0
22,Male,1,0,2,(F1),Burglary With Assault/battery,0
26,Male,0,0,1,(F3),arrest case no charge,1
29,Male,0,0,4,(F3),Grand Theft (Motor Vehicle),0
48,Male,0,1,10,(F3),Felony Driving While Lic Suspd,1
42,Male,0,0,4,(M2),Driving License Suspended,0
38,Male,0,0,10,(F3),Possession of Cocaine,1
39,Male,0,0,4,(F3),Grand Theft in the 3rd Degree,0
53,Female,0,0,0,(M1),Battery,0
26,Male,0,0,3,(MO3),Poss Of Controlled Substance,1
24,Male,0,0,4,(F3),arrest case no charge,0
22,Male,0,0,1,(F2),Burglary Unoccupied Dwelling,1
42,Male,0,0,2,(F3),Att Robbery Sudd Snatch No Weap,0
50,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
44,Male,0,3,16,(M1),Driving Under The Influence,0
24,Male,1,0,4,(F3),Agg Assault W/int Com Fel Dome,1
24,Male,1,0,4,(F3),Agg Assault W/int Com Fel Dome,1
21,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,1
50,Male,0,0,0,(F3),Possession of Cocaine,0
36,Female,0,0,0,(M1),Battery,0
30,Male,0,0,2,(F1),arrest case no charge,0
39,Male,0,0,0,(F1),arrest case no charge,0
24,Female,0,0,2,(F3),Crim Use Of Personal Id Info,0
54,Female,0,0,7,(F3),Fraudulent Use of Credit Card,0
37,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
29,Male,0,0,0,(M1),Resist Officer w/Violence,0
24,Male,0,0,7,(F3),arrest case no charge,0
26,Male,0,0,0,(M1),Battery,0
41,Male,0,0,3,(F3),Felony Driving While Lic Suspd,1
23,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,1
34,Male,0,0,0,(M1),Battery,0
31,Male,0,0,11,(F2),False Ownership Info/Pawn Item,1
20,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
49,Male,0,0,10,(F3),arrest case no charge,1
26,Male,0,0,4,(F3),Possession Of Methamphetamine,1
26,Male,0,0,4,(F3),Possession Of Methamphetamine,1
39,Male,0,0,2,(F3),arrest case no charge,0
23,Male,0,0,1,(F3),Possession of Cocaine,0
28,Male,0,0,1,(F3),Possession of Cocaine,1
26,Male,0,0,0,(F3),Grand Theft in the 3rd Degree,0
39,Female,0,0,1,(F3),Grand Theft in the 3rd Degree,0
55,Male,0,0,1,(F3),Possession of Cocaine,0
22,Male,0,0,0,(M2),Prowling/Loitering,0
26,Female,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0
56,Male,0,0,0,(M1),Battery,0
66,Male,0,0,1,(F3),arrest case no charge,0
46,Male,0,0,2,(F3),Possession Of Diazepam,0
58,Male,0,0,16,(F3),arrest case no charge,1
28,Male,0,0,4,(F7),Burglary Structure Assault/Batt,0
33,Male,0,0,8,(F3),Possession of Oxycodone,1
34,Male,0,0,1,(F3),Grand Theft in the 3rd Degree,0
31,Female,0,0,0,(M1),Battery,0
26,Male,0,0,1,(MO3),Poss Of Controlled Substance,0
35,Male,0,0,4,(MO3),Poss Of Controlled Substance,0
41,Female,0,0,12,(F3),Felony Battery w/Prior Convict,1
42,Male,0,0,5,(M1),Battery,0
34,Male,0,0,0,(M1),Battery,0
29,Male,0,0,9,(F3),arrest case no charge,0
33,Male,0,0,0,(F2),Sell or Offer for Sale Counterfeit Goods,0
32,Female,0,0,0,(F3),Felony Driving While Lic Suspd,0
37,Male,0,0,9,(F2),Poss Cocaine/Intent To Del/Sel,1
50,Male,0,0,1,(F3),Possession of Cocaine,0
22,Female,0,0,0,(M1),Battery,0
35,Male,0,0,1,(F3),arrest case no charge,0
47,Female,0,0,0,(M2),Prostitution/Lewd Act Assignation,1
26,Male,0,0,1,(F2),arrest case no charge,0
52,Female,0,0,8,(F1),arrest case no charge,0
27,Female,0,0,3,(F3),Poss Pyrrolidinovalerophenone,0
26,Male,1,0,5,(F2),Shoot In Occupied Dwell,1
26,Male,1,0,5,(F2),Shoot In Occupied Dwell,1
36,Male,0,0,1,(M2),arrest case no charge,1
24,Male,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0
45,Male,0,0,13,(F3),Felony Driving While Lic Suspd,1
29,Male,0,0,1,(F2),arrest case no charge,0
48,Male,0,0,2,(F3),arrest case no charge,0
19,Male,0,0,0,(M2),Battery,1
41,Male,0,0,8,(F3),Driving While License Revoked,1
24,Male,0,0,0,(M1),Battery,0
49,Male,0,0,6,(M1),Battery,0
29,Male,0,0,4,(M1),Viol Injunct Domestic Violence,0
21,Male,1,0,1,(F2),Robbery / No Weapon,1
54,Male,0,0,0,(M1),Battery,0
49,Male,0,0,0,(F3),Grand Theft (Motor Vehicle),0
42,Male,0,0,1,(F3),arrest case no charge,0
21,Male,0,0,1,(F3),Possession of Cocaine,1
61,Male,0,0,30,(F3),arrest case no charge,0
46,Male,0,0,5,(F3),Battery On A Person Over 65,1
74,Male,0,0,0,(M1),DUI - Enhanced,0
38,Female,0,0,0,(F3),Possession of Cannabis,0
75,Male,0,0,2,(M2),Driving License Suspended,0
39,Female,0,0,1,(F3),arrest case no charge,0
43,Male,0,0,3,(M1),Viol Injunct Domestic Violence,0
